,comment,label
9652,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền positive positive positive positive positive,POS
9653,sẽ còn ủng hộ cửa hàng,POS
9654,nhưng phần cổ may chỉ đen trông hơi điêu positive,NEG
9655,sau đó không chuyển đợi quá 3 ngày không thể khiếu nại trên cửa hàng e được nữa positive,NEG
9656,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn san pham đẹp dang tien positive positive positive positive positive,POS
9657,quá ưng ý cửa hàng ơi positive,POS
9658,áo nhỏ hơn hình rất nhiều nagative,NEG
9659,gậy chắc chắn điều chỉnh dễ dàng và kết nối bluetoth rất nhạy positive positive positive positive positive,POS
9660,mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau áo nâg ngực nhé positive,POS
9661,chất vải tạm được positive,NEU
9662,hàng đẹp y hình giao hàng nhanh positive,POS
9663,ko được sao nào hết positive,NEG
9664,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh cam on cửa hàng positive,POS
9665,ai notpos  vải mỏng không nên mua nagative,NEG
9666,hài lòng nha cửa hàng mình chuẩn bị đặt thêm ạ positive,POS
9667,tạm,POS
9668,cảm ơn b chủ cửa hàng đã tư vấn chuẩn bé mình vừa cỡ mình positive positive,POS
9669,nách bị rộng nagative,NEG
9670,áo vải rất đẹp nhé positive,POS
9671,do hết cỡ mình nên lấy l hơi rộng tí xíu nhưng chất ok positive,POS
9672,qua xau,NEG
9673,màu thì đẹp chất thun ok nhung hơi nhỏ và ngắn positive positive nagative,NEU
9674,sản phẩm ok positive,POS
9675,cạch mặt lần sau không bao giờ mua hàng của cửa hàng luôn,NEG
9676,có giảm nhưng uống vào người rất mệt và buồn nôn,NEU
9677,chất lượng sản phẩm kém positive,NEG
9678,chúc cửa hàng buôn may bán đắt positive nagative,POS
9679,giặt xong là 2 bàn tay cũng đen theo luôn,NEG
9680,giá tận 175k nhưng không ghi giá trên chai không biết có khai khống giá không,NEG
9681,đóng gói sản phẩm chắc chắn giao hàng nhanh positive,POS
9682,hỏi cửa hàng muốn đổi xuống cỡ nhỏ hơn thì cửa hàng trả lời 1 cách hời hợt cho qua,NEG
9683,ktra kĩ khi mang cho khách,NEG
9684,giao hàng cực nhanh trong vòng 2h đồng hồ,POS
9685,áo chất mát lịm ạ,POS
9686,chất vải notpos   cửa hàng tư vấn nhiệt tình positive,NEU
9687,bụng so với mình hơi rộng,NEU
9688,quần đẹp ạ cho 5star vì sự nhiệt tình và đáng yêu positive positive positive positive,POS
9689,chất lượng sản phẩm tuyệt vời positive positive,POS
9690,hàng giao nhanh đầy đủ phụ kiện rất đáng tiền,POS
9691,mọi người hãy cân nhắc kỹ trước khi mua positive,NEG
9692,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất ưng ý positive positive positive positive positive positive,POS
9693,chọn màu 25 là cam nhưng khi test môi không co một chút gi gọi là cam cả,NEG
9694,màu y hình,POS
9695,chất vải quá tồi nagative,NEG
9696,cho cửa hàng 5 star ,POS
9697,mình sẽ ủng hộ nữa positive positive positive,POS
9698,nói chung mình mua 4 món đều hài lòng cả 4 cảm ơn cửa hàng nhé positive positive,POS
9699,tks cửa hàng ạ,POS
9700,thời gian giao hàng hơi lâu chất lượng phù hợp với giá tiền nagative positive positive,POS
9701,áo đẹp như hình luôn ưng lắm cửa hàng ạ positive positive positive positive positive,POS
9702,k giống như clip lắm ạ nagative 😌,NEG
9703,cbị kiếm mẫu khác mua tiếp híhi cửa hàng phục vụ rất tốt positive positive positive positive,POS
9704,chỉ là vì cửa hàng ở hà nội nên giao hàng hơi lâu làm mình ở nhà ngóng quá trời luôn nagative,POS
9705,coton len mềm mịn mát tay positive positive,POS
9706,rất đáng tiền,POS
9707,cửa hàng gửi sai màu nagative,NEG
9708,ship siêu nhanh,POS
9709,chất lượng sản phẩm ổn so với giá tiền positive positive,NEU
9710,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
9711,3 chiếc 1 chiếc bị rách nagative nagative nagative,POS
9712,mua lan 2 roi tc 10 cai luon form ao va chất vai đẹp mn nen sắm cho minh mỗi màu 1 cái nhe positive,POS
9713,hơi rộng so với mình,NEU
9714,chất lượng sản phẩm ok đúng chuẩn như ảnh mẫu positive positive positive positive,POS
9715,nói chung là xàm,NEG
9716,atermia rất ok ấp nở gần hết luôn positive positive positive positive,POS
9717,cảm ơn cửa hàng positive,POS
9718,dùng code nên được giảm 50k trên tổng bil positive positive,NEU
9719,cái quần màu vàng đậm mình notpos  lắm,POS
9720,e vảo màu tím cửa hàng dao cho e màu đen,NEG
9721,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt tư vấn rất nhiệt tình rất ưng được tặng móc khoá nữa rất đáng tiền positive positive positive positive positive positive,POS
9722,form chỉ dành cho bạn 58 không đổ xuống nchung tương xứng với giá tiền,POS
9723,như shit ý,NEG
9724,mua là notpos trả ,NEG
9725,áo đẹp quá cảm ơn cửa hàng nha còn c tư vấn nhiệt tình quá tr positive positive positive positive positive positive,POS
9726,da khô thoáng nagative,POS
9727,giao hang rat nhanh se ung ho cửa hàng lau dai,POS
9728,cửa hàng phục vụ rất tốt positive,POS
9729,rất đáng tiền,POS
9730,cửa hàng gói hàng kĩ lắm,POS
9731,giao hàng rất nhanh,POS
9732,nhưng,NEG
9733,mặc rất ôm,POS
9734,áo đẹp quá positive tôn dáng lắm lun positive,POS
9735,áo thun chất đẹp positive,POS
9736,hàng chất lượng positive,POS
9737,mùi dễ chịu vón cục rất nhanh và sạch nagative positive positive,POS
9738,hàng thất lạc notpos nhận  sản phẩm cửa hàng nhé buồn vận chuyển nagative,NEU
9739,bạn chủ bán hàng nhiệt tình positive,POS
9740,mùi hơi thơm quá nagative,NEG
9741,cửa hàng giao hàng không có tâm nhặt chèn vào đơn hàng của mình chiếc áo cộc trước khi đó đã nhắc cửa hàng rất nhiều lần vì cũng đọc được feedback cửa hàng giao nhầm nhắn tin thì bảo gửi hàng lại cho mình nhưng vẫn không thấy nhắn tin không thấy trả lời nữa các b muốn mua số lượng nên lưu ý positive nagative,NEG
9742,màu lai áo hơi nhạt,NEG
9743,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hang giong hinh va rat đẹp se von ung ho nh yêu positive positive positive positive positive positive,POS
9744,sản phẩm tốt các bác nên mua positive,POS
9745,what the fucks,NEG
9746,hàng gì như đồ mã hàng dởm mà đem rao bán trên cửa hàng e thiệt mất uy tín của cửa hàng e nagative positive,NEG
9747,mình hài lòng với sản phẩm positive,POS
9748,mới dùng 1 ngày lót bên trong đã rách phải cắt bỏ phần ngăn lót nói chung chất lượng notpos  giao hàng chậm nagative positive nagative,NEG
9749,thời gian giao hàng rất nhanh rất đáng tiền cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive positive,POS
9750,đơn giản nhưng đẹp form khá chuẩn positive positive positive,POS
9751,đường may rách positive nagative,NEU
9752,không có gì để chê,POS
9753,chất lượng sản phẩm tuyệt vời positive positive,POS
9754,hài lòng với sản phẩm positive,POS
9755,ko hài lòng positive,NEG
9756,lần đầu tiên mua hàng trên mạng cảm thấy ưng ý sẽ ủng hộ cửa hàng dài dài positive,POS
9757,mua lần 2 thêm 2 chiếc nữa,POS
9758,da nhiều khuyết điểm thì không nên dùng,NEU
9759,k quay lại lần 2,NEG
9760,san pham duoc,NEU
9761,quá tốt so với giá tiền 1 1star positive nagative,POS
9762,chất lượng sản phẩm tuyệt vời rat đẹp positive positive positive,POS
9763,dán khó và không khít hẳn nhưng được cái rất dính nagative positive,NEU
9764,xài da không bóng,POS
9765,giá cả chấp nhận được positive,NEU
9766,và hẳn đây là tai mèo,NEG
9767,áo mặc đẹp mặc lên dễ thương hột me luôn màu đẹp positive positive positive,POS
9768,áo thì ngắn tay áo ống dài ống dài ống ngắn chất lượng sản phẩm rất kém nagative nagative positive,NEG
9769,hàng notpos  mẫu cửa hàng phục vụ tạm được positive,NEU
9770,rất ok positive,POS
9771,thời gian giao hàng rất nhanh rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive,POS
9772,lần đầu mua hàng trên cửa hàng e cảm thấy rất hài lòng đồ vừa đẹp chất liệu tốt notnag   sản phẩm positive positive positive,POS
9773,đúng cỡ positive,POS
9774,rất đáng tiền,POS
9775,chất cũng ok nhưng áo bị sút chỉ đoạn cuốn bèo lúc nhận hàng không để ý positive nagative,NEG
9776,dẹp lắm,POS
9777,áo đẹp chất dày dặn chị chủ tâm lý nhiệt tình positive positive,POS
9778,áo notpos   như hình nagative tư vấn 75 không mà xl mặc rộng cái xl phải 90 không mới vừa quá nagative mà thôi cho 4star khuyến khích positive,POS
9779,hàng giao nhanh sản phẩm đẹp positive  positive,POS
9780,nói chung vậy ok rồi lắm rồi positive,NEU
9781,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive,POS
9782,lần này mua thất vọng nagative,NEG
9783,áo vải mịn mà sai l to quá nữ mặc hơi rộng positive nagative,NEU
9784,dù mình là người rất khó tính tuy nhiên cửa hàng phục vụ rất tốt rất chu đáo và uy tín cao positive positive positive,POS
9785,5star khích lệ nên may cẩn thận hơn positive positive,POS
9786,dáng váy mặc lên đẹp chất vải bình thường notpos   lắm tuy nhiên với giá tiền như vậy thì chấp nhận được người bán hàng nhiệt tình nên lỡ hỏi rồi không mua notpos  với bạn ý positive positive positive,POS
9787,nhìn thôi đã thích zòi positive,POS
9788,lên dáng notpos  như hình,NEG
9789,ko giống như hình chất vải hoàn toàn khác thất vọng quá nagative,NEG
9790,chất lượng sản phẩm tuyệt vời positive positive,POS
9791,chất lượng sản phẩm ok positive positive,POS
9792,áo đẹp lắm nha cửa hàng chất vải rất ok mà giá rẻ positive positive,POS
9793,chất tượng phù hợp với túi tiền positive,POS
9794,chất lượng sản phẩm tuyệt vời positive positive positive positive positive,POS
9795,nếu ngâm sẽ ra màu tí còn giặt máy thì không sao hết m luôn giặt riêng đồ sáng màu nên notnag sợ  phai gì positive,POS
9796,chất notpos  nhưng ok tạm được positive positive,NEG
9797,hàng đẹp positive positive,NEU
9798,giày quá đẹp positive,POS
9799,ok lắm nhé positive,POS
9800,chất vải đẹp positive,NEU
9801,giao hàng nhanh,POS
9802,ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của cửa hàng positive,NEG
9803,positive,POS
9804,son đep thơm rất ưng positive,POS
9805,áo chất liệu vừa phải dáng thụng mặc rất ưng positive,POS
9806,hàng y hình,POS
9807,đường may ok positive positive,POS
9808,chất hơi mỏng nhưng đẹp nagative positive,POS
9809,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền mak cửa hàng trả lời chậm nhak positive positive positive positive positive positive nagative,NEU
9810,đường chỉ notnag quá ,POS
9811,phù hợp với giá tiền positive,NEU
9812,mọi người nên mua,POS
9813,chất cũng ok nhưng mà dây giày khác với hình positive,POS
9814,thời gian giao hàng rất nhanh,POS
9815,t trả lại bằng cách nào,NEG
9816,co dãn dễ chịu positive,POS
9817,cỡ nhỏ xíu,NEG
9818,giao hàng rất nhanh,POS
9819,nói chung là tuyệt á positive positive,POS
9820,có lỗi áo bị rách một chút ở cầu vai nhưng áo lại rất đẹp vậy ok mong cửa hàng chú ý hơn nagative nagative nagative positive positive,NEG
9821,âm thanh dở dây đàn không đều,NEG
9822,chất da thích rất đáng tiền positive,POS
9823,vải đẹp có độ co giãn positive,POS
9824,giày hơi dơ nagative,NEG
9825,sản phẩm giống hình rất đáng yêu positive,POS
9826,tuyệt hàng rất đẹp ik hình nhé yêu cửa hàng positive positive positive,POS
9827,chất vải tạm được positive,NEU
9828,chất thì được nhưng quần form nhỏ nên bị chật positive nagative nagative,NEU
9829,vải ok chỉ may ok nhưng mình cao m65 mặc cỡ mình bị ngắn túi quần thì bị may bít lại positive positive positive nagative nagative nagative positive,NEU
